DASS	DATE	TMAX	TMIN	TMEAN	PREC	WIND	RHUM
19680721	1968.55373	16.5	8.5	11.9	0.2	5	75
19680722	1968.556468	19.2	8.6	13.5	7.2	3	77
19680723	1968.559206	16.1	10	13.9	2.6	4	90
19680724	1968.561944	18.2	10.3	14.2	0.5	4	85
19680725	1968.564682	20.9	8	14.4	1.8	2.7	76
19680726	1968.56742	16	10.5	12.5	1	5.7	81
19680727	1968.570157	18.8	9.7	12.9	0.9	4.3	85
19680728	1968.572895	20.7	8.7	16.3	0	5.7	67
19680729	1968.575633	22	10.4	17	0	5	57
19680730	1968.578371	24.7	10.2	18	0	3.3	63
19680731	1968.581109	24.5	10.9	18.4	0	1.7	61
19680801	1968.583847	26.7	10.6	21	0	2	51
19680802	1968.586585	23.3	14.5	18.3	5.1	3.7	72
19680803	1968.589322	20.5	15.8	17.1	0.1	2.3	85
19680804	1968.59206	25.4	12	19.5	0	2.7	59
19680805	1968.594798	25.8	11.3	19.9	0	3	54
19680806	1968.597536	27.4	12.8	19	6.3	4	70
19680807	1968.600274	21.5	13.8	16.7	10.7	1.7	86
19680808	1968.603012	20.4	14.5	17.1	0.9	1.7	87
19680809	1968.605749	23.2	15.1	17.4	0	2	82
19680810	1968.608487	25.6	12.8	18.3	2.8	3.3	73
19680811	1968.611225	24	13.7	16.8	0	4.7	79
19680812	1968.613963	22.3	13.1	16.7	0	4.7	69
19680813	1968.616701	23.4	10.7	16.1	1	3.3	67
19680814	1968.619439	21.2	11.7	14.6	5.1	5.3	81
19680815	1968.622177	18.5	11.7	13.8	0	6	68
19680816	1968.624914	22	9	16.2	0	5	71
19680817	1968.627652	24.7	12.8	16.5	7.6	4.7	74
19680818	1968.63039	20.5	10.6	14.5	2.4	6	66
19680819	1968.633128	16	8.3	10.4	6.4	7	77
19680820	1968.635866	20	6	13.1	0	3	68
19680821	1968.638604	20.8	11	15.7	0.5	1.7	73
19680822	1968.641342	18.2	10.9	13.4	1.6	1.3	84
19680823	1968.644079	20.5	12	14.9	17.8	4	72
19680824	1968.646817	22	11.4	15.9	0	4.7	88
19680825	1968.649555	23.4	14.5	19.2	0	5.3	73
19680826	1968.652293	22.4	13.2	16.6	0	6.3	85
19680827	1968.655031	21.2	13.2	16.9	0.3	1.7	84
19680828	1968.657769	24	12.9	18	0	2	85
19680829	1968.660507	25	12.5	19.7	0	2.3	79
19680830	1968.663244	19.7	14.1	15.5	8.2	0.7	93
19680831	1968.665982	21	12	15	0	5.3	78
19680901	1968.66872	18.5	11.6	14.1	0	3.7	84
19680902	1968.671458	22.9	9.1	17.1	0	2.7	70
19680903	1968.674196	22.5	8.9	16.4	0	2	82
19680904	1968.676934	24.1	10.5	17.7	15.3	1	78
19680905	1968.679671	18.1	12	13.2	1.6	4.3	89
19680906	1968.682409	15.7	11.1	13.6	0.2	2.7	87
19680907	1968.685147	18.2	13.2	14.4	0	2.7	90
19680908	1968.687885	24.2	11.2	17.4	0	2	74
19680909	1968.690623	24.4	10.5	16.7	0	2	68
19680910	1968.693361	22.6	10.2	16.2	0	3.3	73
19680911	1968.696099	22.2	8.4	14.7	0	1.7	78
19680912	1968.698836	18.3	11.8	13.3	5.7	4.7	91
19680913	1968.701574	19.3	10.3	12.4	0	4	81
19680914	1968.704312	20	6.8	14.1	0	2	77
19680915	1968.70705	17.4	9	14.1	0	1.7	89
19680916	1968.709788	19.4	12	14.1	0	4.3	80
19680917	1968.712526	20.1	8.1	13.9	0	3	82
19680918	1968.715264	19.2	7.9	13.1	0	2.7	78
19680919	1968.718001	16.7	8.7	10.8	0.2	1.7	86
19680920	1968.720739	19.9	6.5	12.9	0.3	2.7	79
19680921	1968.723477	15.2	10.8	13.1	5.5	4.3	85
19680922	1968.726215	16.2	11.3	12.7	1.9	8	80
19680923	1968.728953	17.9	9.4	12.8	1.8	8	79
19680924	1968.731691	14.6	9.5	11.1	0	8.7	79
19680925	1968.734428	13	8.3	9.5	0.2	6.7	83
19680926	1968.737166	16.4	5.2	9.8	0	2.7	69
19680927	1968.739904	18.1	5.1	11.5	0	3.3	69
19680928	1968.742642	18	5	11.1	6.2	1.7	78
19680929	1968.74538	14.2	7.4	8.9	0.6	3	82
19680930	1968.748118	16.5	5.4	10.1	1.7	5.3	82
19681001	1968.750856	13.9	8.1	9.6	0.1	7.3	75
19681002	1968.753593	13	7.8	10.7	6.9	3.3	88
19681003	1968.756331	13.5	10.9	12.2	5.3	4.7	93
19681004	1968.759069	15.3	10.8	13.2	2	3.7	89
19681005	1968.761807	15.2	11.9	12.3	2.2	1.3	86
19681006	1968.764545	18.3	9.4	12.6	0	2	84
19681007	1968.767283	14	8.8	10.3	3.9	5.7	89
19681008	1968.770021	18.2	7	12.6	0	3.3	77
19681009	1968.772758	19	10.1	13.3	0	6.7	80
19681010	1968.775496	19.1	10.8	13.8	0	5.3	80
19681011	1968.778234	16.2	11.3	12.6	2.9	6	83
19681012	1968.780972	19.4	9.4	15.3	0.2	7.7	84
19681013	1968.78371	18.3	12.4	14.6	2.2	7	77
19681014	1968.786448	13.5	10.1	11	4.5	4.3	90
19681015	1968.789185	14.2	7.7	9.2	0	3.3	91
19681016	1968.791923	12.8	3.6	6.4	0	2.3	91
19681017	1968.794661	13.4	3.5	8.4	0	7	80
19681018	1968.797399	11.7	5.9	7.7	0	5.7	79
19681019	1968.800137	8.6	2.6	4.9	0	3.7	80
19681020	1968.802875	10.2	-0.4	4.2	0	2.3	73
19681021	1968.805613	11.3	-2.1	4.4	0	1.3	71
19681022	1968.80835	12.5	-1.4	4.4	0	1	76
19681023	1968.811088	10	-2.5	2.9	0	1.7	85
19681024	1968.813826	8.9	-0.5	6.7	0	1.3	89
19681025	1968.816564	9.1	6	7.8	0	1.7	84
19681026	1968.819302	11.3	2.5	5.4	0	2	80
19681027	1968.82204	6.7	2.4	5.6	0	2.7	81
19681028	1968.824778	6.2	4.3	5	0	2.3	87
19681029	1968.827515	12.3	4.3	8.5	0.1	6.3	90
19681030	1968.830253	17	9	11.5	0	4.3	81
19681031	1968.832991	16	4.5	11.1	0	2	84
19681101	1968.835729	13.1	5.5	9.3	0	2	91
19681102	1968.838467	14	4.8	9.3	0	2	90
19681103	1968.841205	17	5	10.6	0	3.3	83
19681104	1968.843943	11.3	5.5	7.9	8.4	5.7	86
19681105	1968.84668	7.3	2.6	3.7	13.4	7	98
19681106	1968.849418	9	4.2	7.5	7.1	3.7	96
19681107	1968.852156	7.7	4.6	5.4	0.3	3	99
19681108	1968.854894	7.4	4.4	6.3	0	1.3	94
19681109	1968.857632	9.9	5.6	7.5	0.7	1.7	93
19681110	1968.86037	7.2	-0.4	2.9	1.7	4.7	92
19681111	1968.863107	5.4	-0.5	2.9	0	3	84
19681112	1968.865845	5.3	2	4.1	0.4	3.3	91
19681113	1968.868583	4.4	1.8	2.3	0	3	76
19681114	1968.871321	1.8	-5.3	-3.4	0	5	74
19681115	1968.874059	-3	-5.8	-3.9	2	3.7	81
19681116	1968.876797	0.2	-3.6	-1	6.4	5	92
19681117	1968.879535	1.6	-0.2	0.8	1.2	3.3	95
19681118	1968.882272	3.2	0.4	2	17.4	3.7	96
19681119	1968.88501	2.7	0	0.8	0	4.3	89
19681120	1968.887748	2.5	0.4	1	0	3.7	88
19681121	1968.890486	2.7	0.6	1.9	0.3	2.7	89
19681122	1968.893224	4.3	1.9	2.6	0	1.3	91
19681123	1968.895962	5.1	1	2.2	2.5	2.7	86
19681124	1968.8987	7.4	-0.4	4.2	3.5	4	90
19681125	1968.901437	7.7	0.3	2.5	0	5.7	88
19681126	1968.904175	7.8	-1.6	1.4	0	2	87
19681127	1968.906913	4	-3.4	0.1	0	1.7	90
19681128	1968.909651	0	-5.7	-1.8	0	2	88
19681129	1968.912389	-0.6	-1.9	-1.7	0.1	2.3	90
19681130	1968.915127	-1.1	-2.2	-1.5	0	1.3	90
19681201	1968.917864	-0.7	-2.4	-1.4	0	1.7	90
19681202	1968.920602	0.5	-2	-0.5	0	2.7	86
19681203	1968.92334	1.4	-0.8	0.7	0	2.7	84
19681204	1968.926078	1.2	-1.3	-0.8	0	2	84
19681205	1968.928816	-0.9	-2.7	-2.5	0	2.3	89
19681206	1968.931554	-2.3	-2.8	-2.7	0	1.7	87
19681207	1968.934292	-2.6	-3.4	-3.3	0	2.3	85
19681208	1968.937029	-3.4	-4.3	-4	0	4	85
19681209	1968.939767	-2	-4.9	-3.2	0	3.7	83
19681210	1968.942505	-0.9	-7.8	-5.9	0	4	74
19681211	1968.945243	-6.4	-12.2	-10.2	0	2.3	75
19681212	1968.947981	-5.3	-13.6	-9.9	0	2	77
19681213	1968.950719	-4.5	-12.5	-8.1	0	2.3	74
19681214	1968.953457	0.6	-9.4	-4.7	0	4.3	71
19681215	1968.956194	-3.3	-7.7	-4	0	3	83
19681216	1968.958932	-1	-4.2	-2.2	0	3.3	82
19681217	1968.96167	-0.2	-3.4	-2.4	0.6	3.3	87
19681218	1968.964408	-0.7	-5.2	-1.6	0	2	89
19681219	1968.967146	4.2	-3.6	1.1	0.5	1.3	83
19681220	1968.969884	1.3	-4.1	-2.6	0	2.3	86
19681221	1968.972621	0.9	-4.8	-0.2	1.6	3.3	89
19681222	1968.975359	4.7	0.2	2.2	1	4.7	93
19681223	1968.978097	6.7	0.9	3.6	1.5	8.3	88
19681224	1968.980835	3.2	-0.8	0.2	2.5	4.3	87
19681225	1968.983573	1.7	-0.4	0.5	2	5.3	91
19681226	1968.986311	0.3	-4.7	-3.7	0.7	7.7	81
19681227	1968.989049	-2.3	-7.2	-3.9	1	6.7	83
19681228	1968.991786	-2.7	-9.3	-5.3	0	4.3	82
19681229	1968.994524	-4	-11.2	-8.2	1.9	3	80
19681230	1968.997262	-3.5	-10.5	-8.5	0	3	81
19681231	1969	-8.2	-16.1	-10.6	0.3	2.3	77
19690101	1969.002738	-4.5	-11.4	-5.5	2.1	7	78
19690102	1969.005476	1.4	-6	0.5	7.7	8	91
19690103	1969.008214	1.4	-3.7	-2.5	0.8	6.7	94
19690104	1969.010951	-3.4	-6.3	-5.7	0.1	1	89
19690105	1969.013689	-5.7	-6.9	-6.7	0	1.3	88
19690106	1969.016427	-5.5	-8	-6.5	0	1.3	90
19690107	1969.019165	-4.5	-6.6	-5.7	0	4.3	85
19690108	1969.021903	-3.8	-6.4	-6.2	0	4.3	81
19690109	1969.024641	-3.3	-6.9	-5.3	0	1.3	89
19690110	1969.027379	-5.1	-7.8	-6.9	0	1.3	89
19690111	1969.030116	-4.1	-7.5	-6	0	1.7	86
19690112	1969.032854	-5.7	-10.1	-7.5	0	2	82
19690113	1969.035592	-5.9	-10.4	-8.7	0	3.7	80
19690114	1969.03833	-0.6	-9.6	-2.6	0	2	88
19690115	1969.041068	2	-1	1	1.4	2.7	90
19690116	1969.043806	1.2	-3.1	-0.8	0	1	97
19690117	1969.046543	0.7	-2.2	-1.3	2	1	93
19690118	1969.049281	2.2	-2.5	0.1	0.3	2.7	86
19690119	1969.052019	5	-3	-0.2	0	4.7	85
19690120	1969.054757	5.1	-6	-0.4	0	1.7	89
19690121	1969.057495	0.8	-3.9	-2.6	0	1.7	94
19690122	1969.060233	-0.4	-4.5	-1.7	2.8	2.3	82
19690123	1969.062971	3.3	-1.3	2.2	0.3	7.7	89
19690124	1969.065708	3	1.4	1.9	0	6	87
19690125	1969.068446	1.4	0.2	0.4	2.3	1	94
19690126	1969.071184	2.3	-0.4	1.1	0	1	95
19690127	1969.073922	2.5	-0.5	0.7	0	2.7	88
19690128	1969.07666	3.6	-0.2	1.4	0	2	91
19690129	1969.079398	6.7	-1	2.4	0	5	88
19690130	1969.082136	5	0.5	2.7	0	9.7	80
19690131	1969.084873	5.4	2	3.5	1.1	8.7	82
19690201	1969.087611	5.8	-1.4	1.6	0	6	83
19690202	1969.090349	9.8	0.7	4	0	7.3	76
19690203	1969.093087	3	-2.2	-0.3	0	9	67
19690204	1969.095825	2	-3.6	-2.1	0.6	5	87
19690205	1969.098563	-2	-8	-4.9	0	6	79
19690206	1969.1013	-1.4	-9.2	-5.2	0	4	78
19690207	1969.104038	0	-8.5	-3.5	0	3.3	71
19690208	1969.106776	-0.6	-4	-2.9	2	3	88
19690209	1969.109514	-0.7	-9.2	-4.3	1	8	78
19690210	1969.112252	0	-7.9	-5.7	0.4	6	82
19690211	1969.11499	-0.9	-9.5	-5.8	0	2.7	82
19690212	1969.117728	-2.6	-10.6	-6.5	0.7	4	73
19690213	1969.120465	0.2	-6.7	-3.1	2.7	3	83
19690214	1969.123203	-3.1	-13.8	-10.1	0.3	3.7	74
19690215	1969.125941	-7	-11.3	-8.1	9.6	6.7	87
19690216	1969.128679	-6.5	-11.6	-8.7	3.6	6.3	79
19690217	1969.131417	-3.6	-12.6	-8	0	3.7	76
19690218	1969.134155	-0.6	-12.5	-6	0.5	2.3	74
19690219	1969.136893	-0.5	-10.5	-3.1	0	4	80
19690220	1969.13963	2	-3	0.7	1.3	2.7	89
19690221	1969.142368	7.8	-1.1	1.2	0	2	89
19690222	1969.145106	0.7	-1.3	-0.2	0	1.7	97
19690223	1969.147844	2	-0.4	0.7	0.1	2.7	91
19690224	1969.150582	2.5	0	1.4	1.5	3	90
19690225	1969.15332	3.6	0	1.3	0	2.3	90
19690226	1969.156057	4.8	0	1	0	2	86
19690227	1969.158795	0.8	-0.7	-0.1	0	1.7	95
19690228	1969.161533	0.5	-1.3	-0.4	0	3.3	88
19690301	1969.164271	1.8	-2.1	0.2	0	6.3	84
19690302	1969.167009	3.1	-1.7	-0.5	0	5	85
19690303	1969.169747	0.6	-5.4	-3.4	0	2.7	77
19690304	1969.172485	1.1	-7.6	-2.7	0	2.7	75
19690305	1969.175222	3	-8.3	-2	0	2.7	62
19690306	1969.17796	4.5	-7.4	-1.7	0	2	67
19690307	1969.180698	7.5	-6.5	-0.5	0	1.7	59
19690308	1969.183436	3	-3.5	-1.2	0	2.3	69
19690309	1969.186174	9.4	-1.8	2	0	8	70
19690310	1969.188912	6.5	-3.7	0.5	0	2.7	65
19690311	1969.19165	8.5	-2.2	3.2	1.5	4	78
19690312	1969.194387	6	-0.2	1.7	5.1	3	94
19690313	1969.197125	11.2	1.6	6.8	3.3	4.7	85
19690314	1969.199863	12.4	5.4	7	0	3.3	89
19690315	1969.202601	5.6	-2	-1.2	11.4	6.3	93
19690316	1969.205339	-1.8	-3.9	-3.4	6	5.3	92
19690317	1969.208077	-3.1	-5.5	-4.4	0	4	91
19690318	1969.210815	-0.5	-5	-3.8	0	1.3	86
19690319	1969.213552	1.5	-5.5	-2	0	3	78
19690320	1969.21629	3.3	-3.1	-1.6	0	3.7	65
19690321	1969.219028	2.6	-5.2	-1.6	0	5.3	75
19690322	1969.221766	4.2	-4.3	0.3	0	7	71
19690323	1969.224504	2	-0.8	-0.3	0	4.7	77
19690324	1969.227242	2.8	-0.6	1	0	2.3	88
19690325	1969.229979	5.7	0	2.4	6.3	3	89
19690326	1969.232717	2.4	-1	-0.1	0.5	5.7	92
19690327	1969.235455	1.3	-2	-0.9	0.8	6.3	87
19690328	1969.238193	2	-1.8	-0.2	1.4	6.7	93
19690329	1969.240931	4.1	-1.5	0.4	0	5.7	78
19690330	1969.243669	8.2	-1.1	3.1	0.8	8	70
19690331	1969.246407	10.2	2	4.9	1.5	8.3	84
19690401	1969.249144	9.6	1.2	4.5	1.6	10.3	76
19690402	1969.251882	4.8	-0.6	2	0	5.7	77
19690403	1969.25462	6.4	-1	1.5	0	5	82
19690404	1969.257358	9.8	-3.2	3.6	0	3.3	68
19690405	1969.260096	13.6	-0.2	7.4	0	6	64
19690406	1969.262834	16.4	2	10.4	0	4.3	58
19690407	1969.265572	18.3	2.9	11.3	0	4.7	53
19690408	1969.268309	17.6	4.5	9.6	0	5.3	54
19690409	1969.271047	16.1	1.4	8.5	0	2.7	48
19690410	1969.273785	22.4	0	11.3	0	3.3	42
19690411	1969.276523	17.1	7.6	11.9	0.5	8	68
19690412	1969.279261	16.7	5.4	9.3	2.1	10.7	70
19690413	1969.281999	8.6	1.1	1.8	1.6	6.7	89
19690414	1969.284736	9.4	-2	2.9	0.3	6	62
19690415	1969.287474	11.3	-2.1	4.6	3.4	7.7	73
19690416	1969.290212	9.2	0.5	1.8	2.6	9.3	83
19690417	1969.29295	7.3	0	1.4	3.1	7	79
19690418	1969.295688	5.4	-2.3	-0.2	0.8	6	76
19690419	1969.298426	1.8	-3.8	-0.1	1.7	4.7	82
19690420	1969.301164	8	-4.6	2.1	0	3.7	62
19690421	1969.303901	13.2	-1.6	7.3	0	2.7	59
19690422	1969.306639	15.2	3.8	10.8	2.8	3.7	65
19690423	1969.309377	13.5	5.2	7.3	5.7	8	82
19690424	1969.312115	7.5	4.7	5.9	0.7	7	85
19690425	1969.314853	18.3	3.3	11.6	0	4.3	81
19690426	1969.317591	23.8	7	17.6	0	4.7	62
19690427	1969.320329	25	10.4	16.1	0.3	5	64
19690428	1969.323066	17.5	9.1	13	0	4	85
19690429	1969.325804	16.8	10	12.5	0	6.3	76
19690430	1969.328542	16.7	9.6	11.5	12.1	6.3	85
19690501	1969.33128	17.8	7.8	12.9	1.8	4.3	87
19690502	1969.334018	20.1	9.6	15.3	0	2.3	77
19690503	1969.336756	26	9	19	1.2	2.3	68
19690504	1969.339493	23.6	12.4	19.2	0	3.3	70
19690505	1969.342231	26	12.9	20.2	0	4.3	58
19690506	1969.344969	27.5	13.5	20.5	0	6.7	58
19690507	1969.347707	21	11.7	14.4	0.3	6.3	78
19690508	1969.350445	13.6	9.2	10.8	0	3.3	77
19690509	1969.353183	17.4	6.4	11.6	0.6	3.3	76
19690510	1969.355921	17.5	8.2	10.6	0	5.7	78
19690511	1969.358658	22	6.1	15	0	5	71
19690512	1969.361396	27.2	10.1	19.9	0	4.3	65
19690513	1969.364134	28.7	11.2	22.5	0	2.3	50
19690514	1969.366872	33	13.6	25.5	0	4.3	48
19690515	1969.36961	26	18.1	20.4	0	6	55
19690516	1969.372348	18.7	10.2	13.8	3.2	5	76
19690517	1969.375086	17.7	8.4	13.1	0	5.7	62
19690518	1969.377823	21.1	5.5	13.8	0.2	6	62
19690519	1969.380561	13.2	6.1	8	0	8.3	67
19690520	1969.383299	13.7	2.8	10.2	0	10	56
19690521	1969.386037	14	5.8	8.8	0.2	2.7	71
19690522	1969.388775	17.7	2.6	11.2	0	4.3	70
19690523	1969.391513	17.3	6.6	11.5	0	3.7	59
19690524	1969.394251	19.3	5	14	0	4.3	49
19690525	1969.396988	21.7	7.2	16.6	0	6	58
19690526	1969.399726	24.8	11.9	15.8	9	4.7	64
19690527	1969.402464	20.5	7.4	14.8	0	4	60
19690528	1969.405202	23.3	9.5	17.6	0	3.3	57
19690529	1969.40794	21.2	12.7	15.6	2.7	5.3	74
19690530	1969.410678	23	8.3	15.3	19.6	3.7	75
19690531	1969.413415	19.3	9.4	13.3	1.5	8	75
19690601	1969.416153	19.2	8.5	12.9	5.1	5.7	78
19690602	1969.418891	16.2	6.6	11.9	2.6	4	78
19690603	1969.421629	13.3	7.5	9.2	9	2.7	89
19690604	1969.424367	13	7.9	10.2	0	5.3	80
19690605	1969.427105	13.8	6.6	10.3	9.6	7	84
19690606	1969.429843	16.8	9	12.5	4	5.3	90
19690607	1969.43258	19.5	11.6	16.2	0.2	7	72
19690608	1969.435318	20.5	11	15.6	0	7.7	69
19690609	1969.438056	20.7	7.3	15.2	0	5.3	61
19690610	1969.440794	20.3	7.4	15.1	0	6	69
19690611	1969.443532	22.2	7.1	17.6	0	4.3	59
19690612	1969.44627	24	10.7	19.4	0	3.3	49
19690613	1969.449008	24.9	12.8	20.1	0	4.3	59
19690614	1969.451745	27.6	12.4	18.9	3.3	3.7	67
19690615	1969.454483	26.3	13.2	19.2	0	2.7	72
19690616	1969.457221	26	14	19.1	9.1	3.3	82
19690617	1969.459959	23.3	14.2	18.9	0.2	4.3	76
19690618	1969.462697	27.6	12.9	21.8	1	3.7	62
19690619	1969.465435	22.1	14.1	15.1	18.7	3.7	91
19690620	1969.468172	14.8	10.8	12.6	6.6	8.7	86
19690621	1969.47091	20.2	12.1	16	0	5.3	77
19690622	1969.473648	23.6	11.4	19.2	0	3	67
19690623	1969.476386	24.9	13.1	20.9	0	3.7	68
19690624	1969.479124	28	15.7	20	0.8	3.7	77
19690625	1969.481862	20.7	13	15	0	4.3	74
19690626	1969.4846	20.1	10.9	14.2	9.6	6.3	87
19690627	1969.487337	21.8	10.2	16.6	8.6	6.7	78
19690628	1969.490075	18	11.3	12.9	5.2	6.3	91
19690629	1969.492813	18.4	8.5	13.1	8.8	5.7	74
19690630	1969.495551	15.9	9.7	11.4	1.1	4.3	84
19690701	1969.498289	22.3	7.3	16.9	0	2.3	61
19690702	1969.501027	24.8	12.9	19.3	0	2	68
19690703	1969.503765	27.1	13.2	19.1	0.1	3.7	76
19690704	1969.506502	23.2	14.2	19	3.4	2.3	85
19690705	1969.50924	27.7	15.2	21.6	0	2	68
19690706	1969.511978	26.5	16.2	19.7	2	3.7	79
19690707	1969.514716	25.7	13.7	16.8	8.8	6.3	78
19690708	1969.517454	17.6	10.2	13	0	5.7	71
19690709	1969.520192	18	7.8	12.7	0.7	7	73
19690710	1969.52293	17	8.5	11.6	3	2.7	79
19690711	1969.525667	18.3	6.7	11.4	2.9	4.3	84
19690712	1969.528405	16	9.6	12.5	0	6.7	84
19690713	1969.531143	19.1	8.8	14.9	0.1	9.3	77
19690714	1969.533881	20.5	10.6	15.6	0	5	71
19690715	1969.536619	23.1	9	18.7	0	3.3	62
19690716	1969.539357	28.2	11.9	22	0	2.7	59
19690717	1969.542094	32.6	14	23.6	0	6.7	58
19690718	1969.544832	23	15.9	18.8	0	5.3	69
19690719	1969.54757	24.1	12	18.9	0	2.7	62
19690720	1969.550308	26.4	15.7	19.6	0	7.3	69
19690721	1969.553046	20.5	14.4	17.1	0.2	5	72
19690722	1969.555784	25.1	16	19.7	0.4	2.3	75
19690723	1969.558522	28.7	15.3	23.4	0	2	64
19690724	1969.561259	30.7	16.4	25	0	2.3	58
19690725	1969.563997	31.2	18.1	24.2	0	3.3	67
19690726	1969.566735	31	17.2	24.8	0	3	68
19690727	1969.569473	31.9	17.6	24.3	0	1.3	65
19690728	1969.572211	33	18.1	26.3	0	2	58
19690729	1969.574949	29.9	17.2	23.3	0	4	50
19690730	1969.577687	28.7	16.2	20.2	3.4	3	68
19690731	1969.580424	26.3	14.8	20.2	0	3	77
19690801	1969.583162	27.9	16	22.3	0	5.3	57
19690802	1969.5859	30	15.2	23.6	0	4.3	47
19690803	1969.588638	31.2	14	23.8	0	2.3	49
19690804	1969.591376	29.8	15.1	22.5	0	2.3	53
19690805	1969.594114	27.9	11.8	21.7	0	3	40
19690806	1969.596851	29.6	12.6	22.1	0	3.7	49
19690807	1969.599589	22	13	16.1	17.3	4.3	83
19690808	1969.602327	26	11	18.8	0	3.3	67
19690809	1969.605065	26.1	13.1	19.6	0	4	58
19690810	1969.607803	23	10.7	16.5	0	2.3	56
19690811	1969.610541	20.5	10.9	15.7	0	4.7	64
19690812	1969.613279	22	7.8	16.3	0	1.7	64
19690813	1969.616016	25.3	12.1	19.2	3.7	2.3	72
19690814	1969.618754	28.4	13.6	20.2	5.2	2.3	76
19690815	1969.621492	24.8	16.5	17.9	1.6	4.3	90
19690816	1969.62423	17.8	13.8	15.2	3.7	3	95
19690817	1969.626968	20.7	13.5	16	2.8	4.3	88
19690818	1969.629706	17.4	12.8	15	0.7	6.3	87
19690819	1969.632444	21.4	12.5	16.5	0	4.7	80
