DASS	DATE	TMAX	TMIN	TMEAN	PREC	WIND	RHUM
19830611	1983.442163	20.9	12.4	16.6	0	3	65
19830612	1983.444901	24.4	8.9	18.4	0	1.3	64
19830613	1983.447639	23.8	13.6	16.7	7.8	3	74
19830614	1983.450376	15.4	12.7	13.4	29.3	2.7	94
19830615	1983.453114	13.7	10.3	11.1	2.8	4.3	83
19830616	1983.455852	12.4	8	10.1	0	5.3	76
19830617	1983.45859	12.2	5.2	9.5	0.8	2.7	79
19830618	1983.461328	16.7	6	12.6	0	4.3	80
19830619	1983.464066	18.5	11.4	13.6	1.6	5.7	87
19830620	1983.466804	22.4	12.2	16.2	0.9	2.3	82
19830621	1983.469541	26	14	20.1	0	3.7	64
19830622	1983.472279	24.4	12.4	17.8	0	5	59
19830623	1983.475017	23.8	9.1	16.5	0	2.3	46
19830624	1983.477755	27.1	7.2	18.7	0	1.7	53
19830625	1983.480493	28.7	12.4	19.5	3.6	2.7	67
19830626	1983.483231	26.5	13.7	18.5	0.9	2.3	79
19830627	1983.485969	23.3	14	16.9	1.4	4	85
19830628	1983.488706	17.4	12.3	14	0	5	64
19830629	1983.491444	19.9	7.6	14.8	0	3	66
19830630	1983.494182	24.8	9.2	18.9	0	2.3	58
19830701	1983.49692	23	12.3	16.7	0	2.3	75
19830702	1983.499658	21	12.6	15.4	0	3.7	79
19830703	1983.502396	24.7	10	19.1	0	2	66
19830704	1983.505133	26.8	10.8	20.3	0	2.3	54
19830705	1983.507871	27.9	12.9	20.6	0	3.7	62
19830706	1983.510609	30.4	14.2	23.2	0	3.3	59
19830707	1983.513347	30.9	15.4	24.4	0	4.3	56
19830708	1983.516085	29.6	14.8	21.9	0	3.3	50
19830709	1983.518823	29.3	11.8	23.3	0	3.3	38
19830710	1983.521561	30	13.8	23.1	0	3	47
19830711	1983.524298	31.2	14.2	22	1.3	4.7	61
19830712	1983.527036	28.9	17	22.2	0.2	6	61
19830713	1983.529774	26.9	14.4	21.4	0	6.7	56
19830714	1983.532512	23.2	12.4	16.6	0	4.3	68
19830715	1983.53525	27.5	11.8	20.2	0	2.3	60
19830716	1983.537988	31	12.8	20.6	11	4.3	64
19830717	1983.540726	31.3	13.5	23.2	0	2	60
19830718	1983.543463	34.3	15.3	25.9	2.2	2.7	45
19830719	1983.546201	30.9	14	20.9	15.8	2.3	69
19830720	1983.548939	17.1	11.9	14.4	0	5	78
19830721	1983.551677	17.1	8.6	12.5	0	5	59
19830722	1983.554415	27	10.2	19.8	0	3.7	57
19830723	1983.557153	27.4	12	20.9	0	2.3	60
19830724	1983.55989	27.3	12.8	20.1	4.9	3.3	66
19830725	1983.562628	27.3	13.7	20.9	0	2.7	62
19830726	1983.565366	30.4	11.9	23.6	0	2.3	44
19830727	1983.568104	36.3	15.7	26.8	0	1.7	48
19830728	1983.570842	27.6	17.4	22	0	2.3	65
19830729	1983.57358	22.4	16.7	19.3	0	5.3	65
19830730	1983.576318	26.5	17.8	20.3	0	5.3	58
19830731	1983.579055	30.5	10.2	23.4	0	2	39
19830801	1983.581793	35.2	15.6	26.3	13.2	7	41
19830802	1983.584531	25.4	14.4	17.8	42.5	6	75
19830803	1983.587269	14.5	9.4	10.1	30.8	8	94
19830804	1983.590007	11.4	8.9	9.8	18.4	5	92
19830805	1983.592745	12	9.1	10.9	9.9	7	94
19830806	1983.595483	15.9	10.4	13.2	0.7	2.3	94
19830807	1983.59822	19.5	11.5	14.6	0.1	1.3	86
19830808	1983.600958	24.5	12.9	17.7	0	2.7	80
19830809	1983.603696	25.8	12	19.1	0	2.7	78
19830810	1983.606434	27.5	12.8	18.8	29.1	3	76
19830811	1983.609172	25.3	15	18.6	0	2	74
19830812	1983.61191	26.1	13	19.6	0	2.7	70
19830813	1983.614648	18.4	12.4	16.2	0	7.3	63
19830814	1983.617385	17.6	8.9	12.1	0	4	70
19830815	1983.620123	24	5.1	16.6	0	2.3	63
19830816	1983.622861	27.5	9.6	19	0	3	67
19830817	1983.625599	25.3	14.9	18.2	26.8	2	73
19830818	1983.628337	26.3	12.9	20.4	0	2	72
19830819	1983.631075	28.8	12.6	20.7	0	2	66
19830820	1983.633812	28	12.4	20.7	0	2.3	64
19830821	1983.63655	27.3	12.2	19.4	0	1.7	71
19830822	1983.639288	26.6	13	20.3	0	2	69
19830823	1983.642026	26.8	15.6	21.4	0	1.3	67
19830824	1983.644764	27.6	14.6	21.2	1.7	4	60
19830825	1983.647502	27.3	15.1	20.6	0	2.3	63
19830826	1983.65024	27.1	13	20	0	1.7	67
19830827	1983.652977	25.7	12.7	19.3	0	2	68
19830828	1983.655715	24.5	12.5	17.8	0	2.7	78
19830829	1983.658453	23.2	11.3	16	0	3	72
19830830	1983.661191	23.9	9.5	16	0	1.3	64
19830831	1983.663929	26.1	9.1	19.1	0	2.7	65
19830901	1983.666667	28	14.9	20.7	9	3.7	65
19830902	1983.669405	21.1	12.7	17.2	0.5	3.3	84
19830903	1983.672142	21.7	12.4	14.6	0.1	7.3	76
19830904	1983.67488	18.9	10.1	12	0	7.3	75
19830905	1983.677618	21.7	9	15.8	0	6	70
19830906	1983.680356	19.6	6	12.5	0	4	63
19830907	1983.683094	16.1	7.7	11.6	0	5.7	53
19830908	1983.685832	17.7	4.7	10.7	0	4	58
19830909	1983.688569	23.2	6.5	16.2	0.6	3.3	67
19830910	1983.691307	29.5	13.8	19.7	3.6	4.7	79
19830911	1983.694045	18.9	11	13.1	1.7	4	81
19830912	1983.696783	15.9	9.6	11.1	0	5	80
19830913	1983.699521	16	8.1	10.5	1.3	6.3	72
19830914	1983.702259	19	6.3	14.5	0.5	3.7	70
19830915	1983.704997	26	11.5	19.1	0.4	7	60
19830916	1983.707734	19.5	10.6	12.6	3.2	3.3	86
19830917	1983.710472	17.2	7	11.2	0	5.3	74
19830918	1983.71321	19	8.3	12.3	0	4.7	72
19830919	1983.715948	23.9	8.6	16.3	0	2.3	59
19830920	1983.718686	16.2	7.7	10.4	0.3	2.7	83
19830921	1983.721424	17.3	3.7	13.1	0	2.7	76
19830922	1983.724162	19.7	8.2	12.4	0	6	66
19830923	1983.726899	17.2	3.9	9.3	0	2	74
19830924	1983.729637	22.9	4.3	16	0.5	4	61
19830925	1983.732375	18.2	8	10	0	6	64
19830926	1983.735113	19.5	4.5	11.1	0	3.3	65
19830927	1983.737851	22.9	4.3	13.8	0	2.7	63
19830928	1983.740589	21.2	6.7	13.1	0.1	2.3	78
19830929	1983.743326	16.1	7.2	11.5	0	1.7	91
19830930	1983.746064	19.6	5.1	11.6	0	4	79
19831001	1983.748802	13	2.4	6.6	0	1.3	65
19831002	1983.75154	14.9	-0.4	9.6	0.7	3.7	66
19831003	1983.754278	19.6	9.5	15.5	0	5.3	84
19831004	1983.757016	23.8	13.6	16.3	0	3	76
19831005	1983.759754	25	12.7	17.7	0.5	6	69
19831006	1983.762491	17.8	10.7	13.1	0	9	69
19831007	1983.765229	19	7.3	11.8	0	5.7	68
19831008	1983.767967	14.1	6.4	11.8	0.3	6.3	71
19831009	1983.770705	11.6	5.1	7.5	3.7	10.3	72
19831010	1983.773443	14	2.8	11.6	0.1	4.7	87
19831011	1983.776181	15.7	7.5	9.6	3.1	6.3	83
19831012	1983.778919	11.5	5.2	7	0	6.7	78
19831013	1983.781656	18.4	5.2	11.2	0	3.7	62
19831014	1983.784394	20.6	3.1	12.1	0	3	72
19831015	1983.787132	13.8	5.4	8.6	0	4.7	84
19831016	1983.78987	17.8	5.5	10.7	0	4.7	67
19831017	1983.792608	11.8	6.5	8.4	0	6.3	69
19831018	1983.795346	12	5.6	9.3	0	7.7	68
19831019	1983.798084	14.1	9.1	12.2	0.2	7.3	76
19831020	1983.800821	12.6	2.3	7.3	0	4.3	69
19831021	1983.803559	9.2	2.2	4.4	0	4.3	68
19831022	1983.806297	10.2	-1.4	3	0	2.3	76
19831023	1983.809035	10.1	-1.5	4	0.1	2	74
19831024	1983.811773	8.4	-4.2	1.4	0	2	79
19831025	1983.814511	8.9	0.8	4.5	0	2.3	72
19831026	1983.817248	11.9	3.7	9	0	7.7	64
19831027	1983.819986	17.4	1.6	9.8	0	2.7	64
19831028	1983.822724	14.5	3	6.6	0	4.3	65
19831029	1983.825462	9.1	1.1	4.8	0	3.3	78
19831030	1983.8282	6.5	2.5	3.9	0	2	83
19831031	1983.830938	6.5	2.3	4.6	1.3	7.3	84
19831101	1983.833676	10.1	3.8	5.9	0	5.3	75
19831102	1983.836413	13.6	3.2	8.1	0.1	3.7	77
19831103	1983.839151	11.4	0.6	5.6	0	2.3	81
19831104	1983.841889	9.8	-0.8	5.2	0	2	88
19831105	1983.844627	11.9	3	6.7	0.1	1.3	87
19831106	1983.847365	5.8	0.3	4.2	0	1.3	100
19831107	1983.850103	7.1	3	4.4	0.1	3.3	97
19831108	1983.852841	4.2	0.3	2.6	0.3	2.7	100
19831109	1983.855578	3.6	2.2	2.9	0.5	1.7	100
19831110	1983.858316	3	0.6	1.6	0	1.3	99
19831111	1983.861054	5.7	0.1	2	0.2	4.3	94
19831112	1983.863792	2.5	-5	-2.5	0	1.3	77
19831113	1983.86653	0.7	-7.2	-3.9	0	4.3	72
19831114	1983.869268	-0.4	-10.3	-7.2	0	1.7	75
19831115	1983.872005	-2.9	-10.3	-4.9	0.2	7	87
19831116	1983.874743	3.2	-3.6	-0.1	0	5.7	86
19831117	1983.877481	2.4	-2.5	0.1	0	2.7	85
19831118	1983.880219	0.5	-2.8	-1.4	0	2	95
19831119	1983.882957	2.3	-3.4	0.7	0.2	4	82
19831120	1983.885695	1.4	-5.3	-2.3	0	7	87
19831121	1983.888433	4.8	-3	-1.1	0.6	6.7	89
19831122	1983.89117	1.8	-5.9	-2.4	0	6.3	85
19831123	1983.893908	1.3	-5.1	-0.7	0	5.7	83
19831124	1983.896646	4.3	-6	-2.1	0	3	83
19831125	1983.899384	6.4	-6.4	3.5	5.2	5.7	92
19831126	1983.902122	13	6.2	10.8	6.7	11.7	85
19831127	1983.90486	13.3	8.2	8.9	5.2	15	86
19831128	1983.907598	8.6	2.9	3.9	0.2	9	80
19831129	1983.910335	5.1	1.5	3.6	1.1	8	79
19831130	1983.913073	4	-2.9	-1.6	0.1	9	81
19831201	1983.915811	-1.7	-6.3	-3.5	0.5	6.3	83
19831202	1983.918549	-2.5	-8.2	-6.7	0	2.3	84
19831203	1983.921287	-5.8	-12.2	-9.8	0	1.3	87
19831204	1983.924025	-2.6	-12.2	-7.6	0	1	86
19831205	1983.926762	-1.5	-9.4	-6.4	0	1.3	83
19831206	1983.9295	-1.8	-11.2	-4.6	0.6	4.3	90
19831207	1983.932238	0.7	-5.7	-1.6	0	7.3	83
19831208	1983.934976	-0.1	-7.2	-4.6	0	4.7	86
19831209	1983.937714	1.3	-7.2	-0.4	0	3.7	75
19831210	1983.940452	5.8	-1	0.9	1	6	81
19831211	1983.94319	-1	-7.1	-4.2	0.1	5.3	88
19831212	1983.945927	-3	-9.4	-8.1	0	2.7	91
19831213	1983.948665	-6	-12.4	-7.7	0	2	89
19831214	1983.951403	-4.3	-8.2	-6.8	0	2.7	93
19831215	1983.954141	-3.1	-11.4	-7.5	0	2.7	84
19831216	1983.956879	-2.4	-8.9	-4.1	0	5.3	84
19831217	1983.959617	1.4	-9	-3.9	2	2	90
19831218	1983.962355	1.1	-6.6	-3.5	0.2	2	95
19831219	1983.965092	1.7	-7.4	-0.5	0	3	97
19831220	1983.96783	4.1	-2.5	0.9	0	3	90
19831221	1983.970568	0.3	-5.4	-1.3	0.4	1.3	97
19831222	1983.973306	3.3	-2.3	1.7	0.5	2.7	96
19831223	1983.976044	5.5	-1	3.8	0	6.7	87
19831224	1983.978782	8.7	2.2	6.2	0.1	5.3	92
19831225	1983.98152	13.2	7	9.7	0.9	9.3	61
19831226	1983.984257	9.8	3.7	6	1.2	8	82
19831227	1983.986995	4.5	-0.2	3	0	11.7	74
19831228	1983.989733	7.6	3.9	5.2	0	10	85
19831229	1983.992471	7.5	2.7	6	0	5.3	88
19831230	1983.995209	6.4	1.9	4.5	0	5	83
19831231	1983.997947	5.2	0.4	2.8	0	10.3	69
19840101	1984.000684	6.9	0.6	3.2	0	11.3	64
19840102	1984.003422	4.2	1.2	2.9	0.4	9.7	84
19840103	1984.00616	9.4	2.1	4.6	0.1	10.3	66
19840104	1984.008898	3.5	0	1.1	1.3	9.7	75
19840105	1984.011636	0.8	-3.2	-1.7	0	4.3	89
19840106	1984.014374	-0.3	-4.1	-0.6	0	8.3	92
19840107	1984.017112	2.7	-0.7	1.5	0.3	7.3	86
19840108	1984.019849	2.7	-0.5	0.6	0.3	11	79
19840109	1984.022587	1.1	-1.6	-0.3	1.2	6.3	89
19840110	1984.025325	-0.8	-6.5	-4.2	0.1	3.7	82
19840111	1984.028063	0.5	-7.8	-2.3	0	6	84
19840112	1984.030801	-1.2	-7.3	-3.4	0.8	4	84
19840113	1984.033539	4.1	-3.6	2	0.6	9	82
19840114	1984.036277	10.2	1.5	4.7	3	6	91
19840115	1984.039014	6.3	0.2	1.5	0.5	12	73
19840116	1984.041752	2.4	-1.3	1.1	3.4	8.7	74
19840117	1984.04449	7.2	-0.6	3.5	0	12	82
19840118	1984.047228	2.5	-1.1	-0.1	0	12.7	80
19840119	1984.049966	2.3	-4	-1.5	0	4.3	79
19840120	1984.052704	0	-5.3	-2.5	0	2.3	87
19840121	1984.055441	-1.5	-7.6	-5.3	0	2.3	91
19840122	1984.058179	-4.3	-9.1	-5.6	1.9	3.7	90
19840123	1984.060917	1.5	-6.7	-1.5	1	4.3	83
19840124	1984.063655	2.8	-4.4	-1.5	0	5	79
19840125	1984.066393	1.7	-4.5	-0.3	0	9.3	79
19840126	1984.069131	1.5	-5.4	-2.9	0	3	76
19840127	1984.071869	0.6	-8.2	-3.9	0	1	82
19840128	1984.074606	-0.9	-7.8	-4.6	0	1.3	83
19840129	1984.077344	3.1	-8.3	-4.3	0	1.3	91
19840130	1984.080082	0.8	-9.2	-1.2	8.4	2.7	98
19840131	1984.08282	0.3	-2	-0.9	0.2	5.3	93
19840201	1984.085558	1.9	-3.3	-0.8	0	3.3	91
19840202	1984.088296	2.1	-3.3	0.6	0.2	4.3	90
19840203	1984.091034	5.4	0.7	2.6	1.5	7	81
19840204	1984.093771	5.4	0.5	1.7	0	8.7	86
19840205	1984.096509	7	-0.1	4	0.2	7.3	92
19840206	1984.099247	4.2	0.1	2.9	0.1	13.3	81
19840207	1984.101985	6.5	-1.3	0.1	7.3	14.7	88
19840208	1984.104723	1.5	-1.4	-0.3	4.1	5.3	93
19840209	1984.107461	1.6	-2.5	-0.1	2.1	6.7	92
19840210	1984.110198	0.4	-6.7	-1.7	1.5	6	84
19840211	1984.112936	1.2	-6.2	-3.3	0	2.7	82
19840212	1984.115674	-1.1	-10.3	-6.1	0	4	79
19840213	1984.118412	-1	-9	-6.2	0	3.3	79
19840214	1984.12115	0	-10.4	-4.9	0	3	69
19840215	1984.123888	-1.2	-12.1	-7.7	0	1.3	79
19840216	1984.126626	-3	-11.9	-7.8	0	1.3	76
19840217	1984.129363	-2.8	-15.2	-9.9	0	1	80
19840218	1984.132101	-4.6	-14.4	-7.2	0	4.3	75
19840219	1984.134839	-1.7	-10.6	-5.4	0	5	78
19840220	1984.137577	0.7	-6.6	-1.7	0	3.7	79
19840221	1984.140315	-0.7	-5.6	-3.7	0	3.3	81
19840222	1984.143053	-0.6	-7.7	-2.4	0	2.3	83
19840223	1984.145791	-0.2	-7.2	-1.9	5.7	3.3	98
19840224	1984.148528	-0.1	-1.6	-1.1	5.8	4	99
19840225	1984.151266	2	-1.9	0.9	1.6	5	95
19840226	1984.154004	4.5	1	3.1	0	6	84
19840227	1984.156742	4.1	-0.2	1.2	0	5.3	85
19840228	1984.15948	2.8	-2.5	0.2	0	1.3	92
19840229	1984.162218	3.8	-1.3	1.4	0	2.3	85
19840301	1984.164956	2.8	0.6	1.3	0	1.7	85
19840302	1984.167693	3.8	0	1.4	0	4	80
19840303	1984.170431	3.6	-0.4	0.6	0	4	73
19840304	1984.173169	1.4	-1.7	-0.3	0.2	6.7	87
19840305	1984.175907	1.7	-1.8	0.6	0	5.3	80
19840306	1984.178645	7	0.6	2.5	0	4.7	81
19840307	1984.181383	5.5	0.7	1.9	0.1	5.7	82
19840308	1984.18412	3.8	-3.7	-1.5	0.2	3.3	79
19840309	1984.186858	1.6	-4.1	-1.6	0.4	5.3	80
19840310	1984.189596	2.5	-6.5	-2.2	0	2.3	76
19840311	1984.192334	3.4	-4.8	-0.6	0.3	5.3	75
19840312	1984.195072	0.6	-1.6	-0.3	0.2	3.3	84
19840313	1984.19781	2.9	-1.8	0.9	0	2	80
19840314	1984.200548	8.2	-1.5	1.5	0	2.3	71
19840315	1984.203285	9.3	-3.6	2.8	0	2.7	67
19840316	1984.206023	8.7	-1.6	2.9	0	4	60
19840317	1984.208761	7.7	-3.2	2	0	3.3	73
19840318	1984.211499	2.9	-2.8	-0.5	0	3.7	62
19840319	1984.214237	1.4	-8.6	-3.3	0	3.7	48
19840320	1984.216975	3.9	-8.2	-2.2	0	5	53
19840321	1984.219713	6.4	-8.5	-0.5	0	0.3	45
19840322	1984.22245	7.4	-5.5	0	0	3	67
19840323	1984.225188	7.7	-5.7	1.7	0	2.7	54
19840324	1984.227926	9.8	-5.2	2.8	0	3.3	52
19840325	1984.230664	10	-2.1	4.5	0	2.3	63
19840326	1984.233402	14.1	0.6	7.3	0	4.7	66
19840327	1984.23614	11.7	1.8	4.9	0.4	4.7	74
19840328	1984.238877	15.9	1.7	8.9	0	5.3	65
19840329	1984.241615	16.3	6	9.5	12.1	3.3	69
19840330	1984.244353	7.1	0.3	1.6	7.4	6	94
19840331	1984.247091	9.3	0.4	3.7	0	4.3	70
19840401	1984.249829	8.1	-0.7	4.4	3	2.3	76
19840402	1984.252567	8.1	3.8	5.9	7.4	2.7	95
19840403	1984.255305	5.6	0.4	2.2	7.4	5	78
19840404	1984.258042	3.4	-0.1	1.7	2.9	2.3	88
19840405	1984.26078	7.6	-3.9	3.3	0	2.3	77
19840406	1984.263518	9.2	-0.5	4.9	1.6	1.7	85
19840407	1984.266256	13.3	2	7.6	0	2.7	70
19840408	1984.268994	7.4	3.7	4.9	3.8	4.3	84
19840409	1984.271732	7.1	3.2	4.5	0.3	3.7	85
19840410	1984.27447	9.1	3.5	5.6	1.7	3.3	89
19840411	1984.277207	11.1	2.6	7.2	1	1.3	85
19840412	1984.279945	9.8	3.9	5.7	2.2	3.7	86
19840413	1984.282683	11.8	3	6.1	0.1	1.7	72
19840414	1984.285421	15.5	0.2	9.3	0	1.7	65
19840415	1984.288159	21.1	3.9	12.5	0	2.3	55
19840416	1984.290897	17.4	1.6	7	14.2	3.7	73
19840417	1984.293634	7	-0.1	4.1	1.3	5.3	82
19840418	1984.296372	11	0.1	5.3	0	3.3	55
19840419	1984.29911	12.5	-0.2	6.1	0	2	43
19840420	1984.301848	16.4	-1.3	10	0	2	42
19840421	1984.304586	17.2	7.1	11.6	0	2.3	47
19840422	1984.307324	20.4	5.5	13.9	0	1.3	44
19840423	1984.310062	16.7	6.5	11.1	0	5	51
19840424	1984.312799	12.5	5.9	7.8	0	6.3	69
19840425	1984.315537	16.8	1.4	9.8	0	2	51
19840426	1984.318275	16.2	4.2	8.6	0	8	54
19840427	1984.321013	10.6	-2.6	4.2	0.9	10.7	44
19840428	1984.323751	5.6	-1.2	0.7	2.7	4	95
19840429	1984.326489	11.2	-2.3	5.2	0	1.7	62
19840430	1984.329227	11.6	3.3	7.1	3.4	5	80
19840501	1984.331964	16.3	3.2	10.5	0	5	64
19840502	1984.334702	20.5	3	13.6	0	2.3	61
19840503	1984.33744	20.1	6.5	14.4	0	3.3	72
19840504	1984.340178	20.8	9.8	14.8	14	4.3	71
19840505	1984.342916	21.7	11.3	15.3	16.3	2.7	83
19840506	1984.345654	21.8	11.6	15.2	0	2.3	82
19840507	1984.348392	13.5	2	6.5	7.1	5	88
19840508	1984.351129	10	1.1	4.6	4	3.7	85
19840509	1984.353867	11.8	0.3	6.9	0	3.7	70
19840510	1984.356605	11	0.8	6.3	3.3	2.3	84
19840511	1984.359343	9.1	2.8	5.9	0.6	5	83
19840512	1984.362081	7.1	4.5	5.7	5.7	5	94
19840513	1984.364819	8.9	5.3	7.7	9.5	6	97
19840514	1984.367556	12.3	7.9	9.7	0.6	2.3	93
19840515	1984.370294	17.6	4.8	12.5	0	3.3	72
19840516	1984.373032	21.9	7.7	16.3	0.1	4.3	64
19840517	1984.37577	19.6	8.3	13.1	2.6	4.7	71
19840518	1984.378508	20.9	6.9	15.5	0	2	59
19840519	1984.381246	23	7.8	17	0	3.3	58
19840520	1984.383984	19.8	10	16	1.9	4.7	66
19840521	1984.386721	18.3	10.2	12.6	5.4	7.3	90
19840522	1984.389459	16.4	9	12.1	0	4.7	68
19840523	1984.392197	19.7	5	12.3	3.2	3.7	75
19840524	1984.394935	14.3	7.8	10	1.8	7.7	79
19840525	1984.397673	14.9	8.5	11.1	0.2	4.7	84
19840526	1984.400411	20.1	7.2	14.4	0	3	66
19840527	1984.403149	22.6	7	14.5	0.6	3	73
19840528	1984.405886	14.7	9.8	11.8	1.9	4	83
19840529	1984.408624	13.7	5.4	10	0	4	77
19840530	1984.411362	17.4	4.7	12.1	0	2.3	60
19840531	1984.4141	18.3	5.1	12.2	0	2.3	70
19840601	1984.416838	21.7	8.8	15.2	0	3	57
19840602	1984.419576	24.1	8.1	18.7	0	1.7	50
19840603	1984.422313	25.8	11.7	20.6	0	5.3	55
19840604	1984.425051	26.3	13.5	18.3	6.8	5.3	67
19840605	1984.427789	21.2	12	16.1	0.5	4.3	75
19840606	1984.430527	16.2	7.8	9.7	0.1	6	86
19840607	1984.433265	17.9	5.6	12.4	0	5.3	71
19840608	1984.436003	12.5	8.6	10.8	4.3	7	86
19840609	1984.438741	16	9.8	11.2	0.4	7.7	82
19840610	1984.441478	19.9	9.4	14.3	0	5	64
19840611	1984.444216	16.5	6.7	10.8	0	3.3	67
19840612	1984.446954	17.6	2.5	12.9	0	1.3	44
19840613	1984.449692	23.1	5.5	16.6	0	4.7	57
19840614	1984.45243	24.2	13.6	16.9	2.5	5.7	76
19840615	1984.455168	15.1	10	10.9	0	5.3	73
19840616	1984.457906	16.2	7.7	11.3	0	3.7	77
19840617	1984.460643	18	6.7	13.4	0	2.3	69
19840618	1984.463381	20.6	11	15.7	0	2	67
19840619	1984.466119	23.1	9.1	17	0	2	60
19840620	1984.468857	26.3	9.4	20.6	0	2	54
19840621	1984.471595	27.4	13.3	18	5.6	3.7	77
19840622	1984.474333	23.1	14.5	16.6	0.2	2.3	75
19840623	1984.47707	18.4	8.6	12.6	1.7	6.7	61
19840624	1984.479808	16.2	8	10.6	0.8	5.3	66
19840625	1984.482546	13.8	6.2	10.5	1.6	8.7	75
19840626	1984.485284	14.4	9	11.3	0	5.7	74
19840627	1984.488022	21.4	9.6	14.8	0	6.7	63
19840628	1984.49076	20.2	11.6	14.9	2	2.7	76
19840629	1984.493498	15.6	8.2	10.9	0.5	3	76
19840630	1984.496235	16.9	5.9	10.8	0	6	71
19840701	1984.498973	20.4	5.8	13.6	0	4	59
19840702	1984.501711	19.4	7.2	12.7	5.7	3.3	84
19840703	1984.504449	15.1	7.9	9.5	2.4	6.7	85
19840704	1984.507187	12.9	7.9	11.2	1.1	6.3	79
19840705	1984.509925	15.4	9.2	11.4	1.1	5.3	77
19840706	1984.512663	14.8	9	10.5	0	4	81
19840707	1984.5154	19.4	5	13.9	0	3.3	68
19840708	1984.518138	24.2	5.7	18	0	4.3	54
19840709	1984.520876	28.5	8.2	20.3	0	3	47
19840710	1984.523614	32.1	11.9	25.2	0	2	50
19840711	1984.526352	35.6	16.7	27.6	0	3.7	45
19840712	1984.52909	29.8	18	24.3	2.5	2.7	52
19840713	1984.531828	25.8	14.8	19.2	4.2	5.3	73
19840714	1984.534565	23.1	10.6	18.1	0.1	4.7	60
19840715	1984.537303	19.4	11.9	14.2	8.5	5	89
19840716	1984.540041	17	9.5	12.6	10.7	6.3	81
19840717	1984.542779	12.9	10.2	11.9	3.7	6.3	89
19840718	1984.545517	16.8	11	13.1	5.4	3.7	81
19840719	1984.548255	17.6	11.4	12.8	5.2	3.3	90
19840720	1984.550992	17.6	8.5	14	0	1.7	84
19840721	1984.55373	18.5	8.1	13.3	0	3	79
19840722	1984.556468	20.8	8.9	16.1	0	2.7	66
19840723	1984.559206	18.3	10.5	14.1	0	3.3	73
19840724	1984.561944	19.8	7.4	14.2	0	2.7	72
19840725	1984.564682	22.5	7.8	16.3	0	1.3	64
19840726	1984.56742	17.5	8.5	13.9	1.4	3.7	79
19840727	1984.570157	15.8	10.4	12.5	2.3	5.7	81
19840728	1984.572895	17	11	13.6	0.2	4.3	86
19840729	1984.575633	22.8	12.3	17.3	12.1	4	86
19840730	1984.578371	28.3	13.6	21.4	0	3	69
19840731	1984.581109	30.2	12.9	23.1	0	3.3	65
19840801	1984.583847	25.3	15.9	18.7	19.1	3.7	82
19840802	1984.586585	22.1	14.7	16.6	0	2.3	74
19840803	1984.589322	27	10.8	20.4	0	2	61
19840804	1984.59206	27.9	11.8	21.7	0	2	58
19840805	1984.594798	25.2	13.4	17.8	6.7	4	79
19840806	1984.597536	22.8	13.4	16.5	1.7	2.7	89
19840807	1984.600274	20.2	11.9	16	2.7	3.3	84
19840808	1984.603012	16.8	13.6	15.2	0.2	2.7	94
19840809	1984.605749	23	14.2	17.5	7.5	2.7	90
19840810	1984.608487	23.1	15.4	17.4	0.3	2.7	89
19840811	1984.611225	23.3	12.8	16.7	3.8	2.7	87
19840812	1984.613963	20.4	12.9	15.7	1.2	3.3	84
19840813	1984.616701	21.6	9.9	16	0	2.3	68
19840814	1984.619439	23.1	7.9	17.1	0	1	58
19840815	1984.622177	22.9	9.6	15.6	0.4	1.7	74
19840816	1984.624914	20.4	9	14.3	0.1	1.3	80
19840817	1984.627652	20.8	9.7	14.2	0	2.3	75
19840818	1984.63039	20.3	10.2	13.9	0	3	73
19840819	1984.633128	20.8	10.2	14.8	0	2	72
19840820	1984.635866	22.9	7.4	15.5	0	1.3	66
19840821	1984.638604	24.2	9.4	17.6	0	1	61
19840822	1984.641342	24.9	8.9	18.2	0	1	60
19840823	1984.644079	25.6	8.7	18.3	0	2.3	58
19840824	1984.646817	26.6	9.2	18.6	0	1.7	66
19840825	1984.649555	25.1	12.1	18.1	0.4	2	78
19840826	1984.652293	18.9	12	14.5	0.2	3	91
19840827	1984.655031	21	9.6	14.9	0	1	61
19840828	1984.657769	23	6.1	14.6	0	1.7	64
19840829	1984.660507	24.7	8.3	17.5	0	3	61
19840830	1984.663244	23.1	11.3	17.9	0	3.7	62
19840831	1984.665982	25.5	12.8	18.1	0	4.7	66
19840901	1984.66872	23.8	12.8	17.9	0	5	69
19840902	1984.671458	23.2	12.8	16.5	0	3.3	71
19840903	1984.674196	28.8	11.2	19	0	5.3	61
19840904	1984.676934	26	13.7	18.5	0.4	5	63
19840905	1984.679671	16.8	9.8	11.5	18.2	5.3	96
19840906	1984.682409	10.4	8.3	9	5.9	3	98
19840907	1984.685147	16.7	7.9	10.7	0	3.7	74
19840908	1984.687885	14.4	4.5	9.7	0.7	6.3	79
19840909	1984.690623	13	9	11.6	5.6	8.3	82
19840910	1984.693361	15.1	10.4	12.1	1.7	6.7	81
19840911	1984.696099	13.4	8.4	10	3.9	8	85
19840912	1984.698836	15.7	8.4	11.6	1.5	7.3	80
19840913	1984.701574	16.5	9.4	11	0	5	79
19840914	1984.704312	20.8	8	15	0.1	3.3	82
19840915	1984.70705	16.9	12.5	14.7	20.5	3.7	95
19840916	1984.709788	17.9	11.4	13.1	3.8	4	88
